source,author,title,description,url,urlToImage,publishedAt,content,search_topic
"{'id': None, 'name': 'Biztoc.com'}",bloomberg.com,"OpenAI launches a research preview of four preset personalities for ChatGPT users to better tailor their interactions: Cynic, Robot, Listener, and Nerd",,https://biztoc.com/x/01e1aa34cff5b97e,https://biztoc.com/cdn/950/og.png,2025-08-07T22:59:41Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;What impact will Trump's new tariffs have on US economy? { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Trump ca… [+800 chars]",economy
"{'id': None, 'name': 'Biztoc.com'}",reuters.com,GOP Senator Tom Cotton sends a letter to Intel's board chair with questions about CEO Lip-Bu Tan's ties to China and subpoenas when he was Cadence Design's CEO,,https://biztoc.com/x/c818a82f570776f2,https://biztoc.com/cdn/950/og.png,2025-08-07T22:59:38Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;What impact will Trump's new tariffs have on US economy? { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Trump ca… [+797 chars]",economy
"{'id': None, 'name': 'Biztoc.com'}",bloomberg.com,"President Trump calls on Intel CEO Lip-Bu Tan to “resign, immediately” and says he “is highly CONFLICTED”, after Senator Cotton asked about Tan's ties to China",,https://biztoc.com/x/1e75f67d36d76b40,https://biztoc.com/cdn/950/og.png,2025-08-07T22:59:35Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;What impact will Trump's new tariffs have on US economy? { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Trump ca… [+788 chars]",economy
"{'id': None, 'name': 'Biztoc.com'}",bloomberg.com,"Sources: Tesla is disbanding the Dojo supercomputer team, and its leader is leaving, after ~20 team members joined DensityAI, a new data center services startup",,https://biztoc.com/x/a4e75dbb8e81b8c9,https://biztoc.com/cdn/950/og.png,2025-08-07T22:59:33Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;What impact will Trump's new tariffs have on US economy? { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Trump ca… [+795 chars]",economy
"{'id': None, 'name': 'Biztoc.com'}",t.co,"Sources: Apple has lost around a dozen of its AI staff, including top researchers, to rivals in recent months; its core foundation models team has ~50-60 people",,https://biztoc.com/x/1a0159281ab1e4f3,https://biztoc.com/cdn/950/og.png,2025-08-07T22:59:32Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;What impact will Trump's new tariffs have on US economy? { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Trump ca… [+703 chars]",economy
"{'id': None, 'name': 'Biztoc.com'}",reuters.com,"South Korea's top trade envoy Yeo Han-koo says Samsung and SK Hynix will not be subject to 100% tariffs on US chip imports, citing the US-South Korea trade deal",,https://biztoc.com/x/0ac1858595795e0e,https://biztoc.com/cdn/950/og.png,2025-08-07T22:59:32Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;What impact will Trump's new tariffs have on US economy? { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Trump ca… [+810 chars]",economy
"{'id': None, 'name': 'Biztoc.com'}",bloomberg.com,"DJI, which is facing an end-of-2025 deadline to keep its US business alive, says its lobbying efforts are struggling; DJI controls 70%+ of the US drone market",,https://biztoc.com/x/944b8a9b013ade16,https://biztoc.com/cdn/950/og.png,2025-08-07T22:59:26Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;What impact will Trump's new tariffs have on US economy? { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Trump ca… [+805 chars]",economy
"{'id': None, 'name': 'Biztoc.com'}",reuters.com,"Ripple plans to acquire stablecoin payments platform Rail for $200M, set to close in Q4 2025; Rail says it handles 10% of all global stablecoin payment activity",,https://biztoc.com/x/35ee2b2bdc2335c8,https://biztoc.com/cdn/950/og.png,2025-08-07T22:59:24Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;What impact will Trump's new tariffs have on US economy? { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Trump ca… [+785 chars]",economy
"{'id': None, 'name': 'Biztoc.com'}",wsj.com,"Sources: Mustafa Suleyman has been calling Google DeepMind recruits to pitch Microsoft AI, offering far higher pay packages and more freedom to do their work",,https://biztoc.com/x/25d58bd0156119a2,https://biztoc.com/cdn/950/og.png,2025-08-07T22:59:24Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;What impact will Trump's new tariffs have on US economy? { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Trump ca… [+804 chars]",economy
"{'id': None, 'name': 'Biztoc.com'}",wsj.com,"Sony reports Q1 revenue up 2.2% YoY to ~$17.8B, net profit up 23% YoY to ~$1.8B, 2.5M PS5s sold, up from 2.4M in Q1 2024, and expects a lower FY tariff impact",,https://biztoc.com/x/3add3ba478286329,https://biztoc.com/cdn/950/og.png,2025-08-07T22:59:23Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;What impact will Trump's new tariffs have on US economy? { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Trump ca… [+829 chars]",economy
"{'id': None, 'name': 'Biztoc.com'}",bloomberg.com,"Sources: German AI startup n8n is expected to raise hundreds of millions of euros led by Accel at a pre-money valuation of $2.3B, up from ~$350M four months ago",,https://biztoc.com/x/2e6be2e8107f9a96,https://biztoc.com/cdn/950/og.png,2025-08-07T22:59:23Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;What impact will Trump's new tariffs have on US economy? { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Trump ca… [+799 chars]",economy
"{'id': None, 'name': 'Biztoc.com'}",politico.com,"Sources: the US federal judiciary's electronic case filing system was hit in a sweeping hack, potentially compromising the identities of confidential informants",,https://biztoc.com/x/244a2fa294c0b535,https://biztoc.com/cdn/950/og.png,2025-08-07T22:59:22Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;What impact will Trump's new tariffs have on US economy? { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Trump ca… [+772 chars]",economy
"{'id': None, 'name': 'Biztoc.com'}",wsj.com,"Index Ventures is set to receive $11B+ in proceeds after Figma's IPO, Google's Wiz acquisition, and Meta's investment in Scale AI, which paid out shareholders",,https://biztoc.com/x/47d3952bf3683868,https://biztoc.com/cdn/950/og.png,2025-08-07T22:59:13Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;What impact will Trump's new tariffs have on US economy? { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Trump ca… [+798 chars]",economy
"{'id': None, 'name': 'Biztoc.com'}",bloomberg.com,Tokyo Electron says it fired an employee in Taipei and is cooperating with Taiwan's investigation after Taiwan arrested six people over alleged TSMC IP theft,,https://biztoc.com/x/8413c04713d7bd4c,https://biztoc.com/cdn/950/og.png,2025-08-07T22:59:09Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;What impact will Trump's new tariffs have on US economy? { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Trump ca… [+795 chars]",economy
"{'id': None, 'name': 'Biztoc.com'}",reuters.com,"SMIC reports Q2 revenue up 16.2% YoY to $2.2B, in line with expectations, and profit down 19.5% YoY to $132.5M, below $183.35M est",,https://biztoc.com/x/f45beed13365983d,https://biztoc.com/cdn/950/og.png,2025-08-07T22:59:07Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;What impact will Trump's new tariffs have on US economy? { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Trump ca… [+782 chars]",economy
"{'id': None, 'name': 'Biztoc.com'}",reuters.com,Alliant Energy second quarter profit surges as summer heat drives power use,,https://biztoc.com/x/ea063dcb3215631d,https://biztoc.com/cdn/950/og.png,2025-08-07T22:58:58Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;What impact will Trump's new tariffs have on US economy? { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Trump ca… [+806 chars]",economy
"{'id': None, 'name': 'Biztoc.com'}",t.co,"SoftBank reports Q1 net profit of $2.87B, vs. ~$850M est., boosted by its Nvidia investment, and says Vision Funds had a “late-stage portfolio valued at $45B”",,https://biztoc.com/x/fc632f53d4ca13cd,https://biztoc.com/cdn/950/og.png,2025-08-07T22:58:54Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;What impact will Trump's new tariffs have on US economy? { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Trump ca… [+703 chars]",economy
"{'id': None, 'name': 'Biztoc.com'}",reuters.com,"State Department cable: Marco Rubio orders diplomats in Europe to lobby against the DSA, arguing it stifles free speech and imposes costs on US tech companies",,https://biztoc.com/x/37068d9d556ce911,https://biztoc.com/cdn/950/og.png,2025-08-07T22:58:54Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;What impact will Trump's new tariffs have on US economy? { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Trump ca… [+820 chars]",economy
"{'id': None, 'name': 'Biztoc.com'}",t.co,"Sources: Samsung plans to produce iPhone 18 image sensors in Austin, Texas; an expert says Apple chose Samsung as a supplier because Sony doesn't have US plants",,https://biztoc.com/x/a5b376ceb430c199,https://biztoc.com/cdn/950/og.png,2025-08-07T22:58:53Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;What impact will Trump's new tariffs have on US economy? { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Trump ca… [+703 chars]",economy
"{'id': None, 'name': 'Biztoc.com'}",wired.com,Sources: NIST didn't publish an AI safety report and several other AI documents near the end of Biden's term for fear of clashing with the Trump administration,,https://biztoc.com/x/7aadb740e748bb21,https://biztoc.com/cdn/950/og.png,2025-08-07T22:58:49Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;What impact will Trump's new tariffs have on US economy? { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Trump ca… [+773 chars]",economy
"{'id': None, 'name': 'Biztoc.com'}",bloomberg.com,"At a White House event, Apple commits to spending another $100B on US manufacturing and aims to bring more of its supply chain to the US to avoid iPhone tariffs",,https://biztoc.com/x/920086130e25adbb,https://biztoc.com/cdn/950/og.png,2025-08-07T22:58:44Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;What impact will Trump's new tariffs have on US economy? { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Trump ca… [+797 chars]",economy
"{'id': None, 'name': 'Biztoc.com'}",bloomberg.com,How Wealthy Savers Are Preparing for the New Super Tax,,https://biztoc.com/x/5d5c989f97a9e302,https://biztoc.com/cdn/5d5c989f97a9e302_s.webp,2025-08-07T22:58:32Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;What impact will Trump's new tariffs have on US economy? { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Trump ca… [+798 chars]",economy
"{'id': None, 'name': 'PBS'}","Geoff Bennett, Jackson Hudgins","As Trump’s tariffs kick in, economist breaks down inflation and recession warning signs","After months of delay and backroom dealmaking, the Trump administration has imposed sweeping tariffs on nearly 100 countries, sending U.S. import duties soaring to their highest levels in nearly a century. To help break down the impact of the new tariffs and …",https://www.pbs.org/newshour/show/as-trumps-tariffs-kick-in-economist-breaks-down-inflation-and-recession-warning-signs,https://d3i6fh83elv35t.cloudfront.net/static/2025/08/trumptariffs-1024x683.jpg,2025-08-07T22:55:36Z,"Diane Swonk, Chief Economist, KPMG:
Well, what's really important is that tariffs tend to be — historically, they're a one and done, a bump-up and a one time increase in price levels.
But this doub… [+1084 chars]",economy
"{'id': None, 'name': 'Thehillstimes.in'}",The Hills Times,NABARD empowers Assam’s handloom weavers,"HT Bureau GUWAHATI, Aug 7: Over 8,000 handloom weavers across Assam have benefitted from the various livelihood and sectoral development initiatives implemented by the National Bank for Agriculture and Rural Development (NABARD) in recent years. This was high…",https://thehillstimes.in/assam/nabard-empowers-assams-handloom-weavers,https://thehillstimes.in/wp-content/uploads/2025/08/Anchor-3.jpeg,2025-08-07T22:55:00Z,"HT Bureau
GUWAHATI, Aug 7: Over 8,000 handloom weavers across Assam have benefitted from the various livelihood and sectoral development initiatives implemented by the National Bank for Agriculture … [+4386 chars]",economy
"{'id': 'usa-today', 'name': 'USA Today'}","Kathryn Palmer, USA TODAY",Wage garnishment on student loans could begin this summer. What to know.,"Millions of borrowers who have defaulted on their student loans are at risk of wage garnishment, which the administration warned may start soon.",https://www.usatoday.com/story/money/2025/08/07/student-loan-wage-garnishment-could-begin-summer/85564473007/,https://s.yimg.com/ny/api/res/1.2/LZ.wH9RBP4DcH96hp6gkDA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDI7Y2Y9d2VicA--/https://media.zenfs.com/en/usa_today_money_325/3f1196dd9e1721e5ef48779ce5762435,2025-08-07T22:51:21Z,"Millions of student loan borrowers could be facing wage garnishment by the end of August with collections starting within weeks, according to a report from credit bureau TransUnion.
The report estim… [+3423 chars]",economy
"{'id': None, 'name': 'Freerepublic.com'}",Renew America,My startling chat with Grok,"My startling chat with Grok Grok tries to serve Elon Musk, the aggressive censors at X, and me X deleted several of my posts with no explanation. Instead of complaining to X, I contacted Grok and asked why my posts were being vaporized. We communicated for 45…",https://freerepublic.com/focus/f-bloggers/4333321/posts,,2025-08-07T22:50:37Z,"Skip to comments.
My startling chat with GrokRenew America ^
 | August 5, 2025
 | Bruce Deitrick Price
Posted on 08/07/2025 3:50:37 PM PDT by BruceDeitrickPrice
My startling chat with Grok 
Gro… [+6477 chars]",economy
"{'id': None, 'name': 'Biztoc.com'}",bloomberg.com,Asia Stocks Eye Cautious Open as Wall Street Cools: Markets Wrap,,https://biztoc.com/x/7d8f463d3c55379b,https://biztoc.com/cdn/7d8f463d3c55379b_s.webp,2025-08-07T22:47:33Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;What impact will Trump's new tariffs have on US economy? { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Trump ca… [+775 chars]",economy
"{'id': None, 'name': 'Biztoc.com'}",investing.com,Japan urges revision of US presidential order on tariffs,,https://biztoc.com/x/15d8ca0c735658c1,https://biztoc.com/cdn/15d8ca0c735658c1_s.webp,2025-08-07T22:47:27Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;What impact will Trump's new tariffs have on US economy? { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Trump ca… [+786 chars]",economy
